sourcetype,tech_category,scope,security_classification,security_relevance,data_models,vendor,description,expanded_desc
onelogin,security,security,IAM,high,Authentication.Authentication,OneLogin,OneLogin SSO logs,"OneLogin SSO event log - sign-in, MFA, role, and provisioning events from the OneLogin Events API. Authentication data model contributor."
openldap,linux,security,IAM,med,Authentication.Authentication,OpenLDAP,OpenLDAP directory service logs,"OpenLDAP slapd access log - bind, search, modify, and ACL evaluation activity. Feeds Authentication and Identity_Management data models."
openPorts,linux,operational,,low,Endpoint.Ports,,Open ports inventory,Inventory of listening TCP/UDP ports on a host - typically ss/netstat-derived. Feeds Network_Sessions and Inventory data models.
opensearch,app,operational,,low,,OpenSearch,OpenSearch logs,"OpenSearch cluster log - master, gateway, indexing, slow-log content. Operational platform health for the AWS-led ES fork."
opensearch_deprecation,app,operational,,low,,OpenSearch,OpenSearch logs,OpenSearch deprecation log - API usage that is deprecated in the current release. Operational diagnostic warning stream.
openshift:audit,app,security,CSPM,high,"Change.All_Changes, Authentication.Authentication",Red Hat,OpenShift API server audit,"Red Hat OpenShift Kubernetes API server audit log - K8s control-plane API calls with user, verb, resource, and authz decision. Feeds Change and Authentication data models."
openvas,security,security,VMS,high,Vulnerabilities.Vulnerabilities,Greenbone,OpenVAS vulnerability scan results,Greenbone OpenVAS / Greenbone Vulnerability Manager scan results - host vulnerability findings with severity and reference. Feeds the Vulnerabilities data model.
openvpn,security,security,VPN,high,"Network_Sessions.All_Sessions, Authentication.Authentication",OpenVPN,OpenVPN connection and auth logs,"OpenVPN community / OpenVPN AS server log - tunnel connect/disconnect, authentication, certificate, and routing events. Feeds Authentication and VPN data models."
opsgenie:alert,app,operational,,none,Alerts.Alerts,Opsgenie,Opsgenie alert notifications,"Opsgenie incident lifecycle alert - trigger, ack, escalate, close events from the Atlassian Opsgenie API."
oracle,app,operational,,low,Databases.Database_Logs,Oracle,Oracle database logs,"Oracle Database alert log / audit log - instance startup/shutdown, ORA-* errors, audit_trail events. Operational with security relevance when unified audit is enabled."
osconfig_asb_perf,gcp,operational,,low,,Google Cloud,GCP OS Config performance data,GCP OS Config agent advanced security baseline (ASB) performance telemetry - guest agent metrics related to policy enforcement timing. Diagnostic only.
osconfig_telemetry,gcp,operational,,low,,Google Cloud,GCP OS Config performance data,"GCP OS Config guest agent telemetry - operational metrics about policy fetch, package state evaluation, and patch task execution. Diagnostic only."
osquery:diff,security,security,EDR,high,"Endpoint.Processes, Change.All_Changes",osquery,osquery differential results,osquery scheduled query differential output - added/removed rows since the previous interval. Optimized telemetry mode for the same Endpoint/Change content.
osquery:result,security,security,EDR,high,"Endpoint.Processes, Endpoint.Filesystem",osquery,osquery scheduled query results,"osquery scheduled query results - per-row interval-based output from scheduled queries (process_events, file_events, etc.). Feeds Endpoint, Authentication, and Change data models."
osquery:snapshot,security,security,EDR,high,Compute_Inventory.All_Inventory,osquery,osquery snapshot query results,osquery scheduled query snapshot output - full result-set capture at each interval rather than diff. Used when complete state matters per interval.
ossec,security,security,EDR,high,"Intrusion_Detection.IDS_Attacks, Alerts.Alerts",OSSEC,OSSEC host-based IDS logs,"OSSEC HIDS agent/manager log - log analysis, FIM, rootcheck, and active response events. Feeds Change, Authentication, and Endpoint data models."
p11_child,linux,security,IAM,med,Authentication.Authentication,SSSD,SSSD auth daemon logs,SSSD p11_child helper log - smart-card / PKCS#11 authentication helper activity. Authentication detail.
package,linux,operational,,low,Updates.All_Updates,Linux,Linux package management logs,Generic package management sourcetype from Splunk_TA_nix package input - captures installed package inventory snapshots for the Updates and Inventory data models.
page_log,linux,operational,,none,,CUPS,CUPS print page log,CUPS print page log - per-page accounting records for completed print jobs.
pagerduty:alert,app,operational,,none,Alerts.Alerts,PagerDuty,PagerDuty incident alerts,"PagerDuty incident lifecycle events - trigger, acknowledge, escalate, resolve activity from the PagerDuty Events API."
paloaltonetworks:cortex,security,security,XDR,high,"Alerts.Alerts, Intrusion_Detection.IDS_Attacks",Palo Alto Networks,Palo Alto Cortex XDR logs,Palo Alto Cortex XDR / XSIAM alert and incident data - cross-platform detection records and analytics output. Feeds Alerts and Endpoint data models.
pan:config,network,security,NGFW,med,Change.All_Changes,Palo Alto Networks,Palo Alto configuration change logs,"Palo Alto Networks NGFW configuration change log (CONFIG subtype) - commit, admin login, and configuration delta events. Primary Change data model source for PAN devices."
pan:firewall_cloud,network,security,NGFW,high,"Authentication.Authentication, Change.All_Changes, Intrusion_Detection.IDS_Attacks, Network_Traffic.All_Traffic, Web.Web",,,
pan:globalprotect,network,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,"Palo Alto GlobalProtect VPN log (GLOBALPROTECT subtype) - portal/gateway connect/disconnect, HIP check, tunnel state, and authentication events. Feeds Authentication and VPN data models."
pan:globalprotect:json,network,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,JSON-encoded variant of pan:globalprotect produced when ingesting via the Cortex Data Lake / Strata Logging Service forwarder.
pan:netflow,network,security,NGFW,med,Network_Traffic.All_Traffic,Palo Alto Networks,Palo Alto NetFlow data,Palo Alto NetFlow / IPFIX flow records exported from PAN-OS - 5-tuple flow summaries used for high-volume traffic analytics. Feeds Network_Traffic.
pan:system,network,security,NGFW,med,"Authentication.Authentication, Change.All_Changes",Palo Alto Networks,Palo Alto system logs,"Palo Alto NGFW system log (SYSTEM subtype) - HA state, link state, daemon health, certificate, and license events. Operational with audit-trail security relevance."
pan:system:json,network,security,NGFW,med,"Authentication.Authentication, Change.All_Changes",Palo Alto Networks,Palo Alto system logs,JSON-encoded variant of pan:system produced via Cortex Data Lake / Strata Logging Service forwarding.
pan:threat,network,security,NGFW,high,"Intrusion_Detection.IDS_Attacks, Web.Web",Palo Alto Networks,Palo Alto threat logs,"Palo Alto NGFW threat log (THREAT subtype) - IPS signature hits, antivirus, anti-spyware, URL filtering, WildFire verdicts, file blocking actions. Primary IDS/IPS data model source."
pan:threat:json,network,security,"NGFW, IPS",high,"Intrusion_Detection.IDS_Attacks, Web.Web",Palo Alto Networks,Palo Alto threat logs,JSON-encoded variant of pan:threat from Cortex Data Lake / Strata Logging Service - same THREAT schema with NGFW + IPS overlap.
pan:traffic,network,security,NGFW,high,Network_Traffic.All_Traffic,Palo Alto Networks,Palo Alto firewall traffic logs,"Palo Alto NGFW traffic log (TRAFFIC subtype) - per-session start/end records with App-ID, User-ID, bytes/packets, action. Foundational Network_Traffic source."
pan:traffic:json,network,security,NGFW,high,Network_Traffic.All_Traffic,Palo Alto Networks,Palo Alto firewall traffic logs,JSON-encoded variant of pan:traffic from Cortex Data Lake / Strata Logging Service.
pan:userid,network,security,NGFW,high,Authentication.Authentication,Palo Alto Networks,Palo Alto user identification logs,"Palo Alto User-ID log (USERID subtype) - IP-to-user mapping updates from agents, captive portal, syslog parsers, and XML API. Enables user enrichment across all PAN logs."
Perfmon:DFS_Replicated_Folders,windows,operational,,none,Performance.All_Performance,Microsoft,Windows Perfmon metrics,"Windows Performance Monitor counters for DFS Replicated Folders - replication backlog, bytes received, conflict resolution counts."
Perfmon:Network_Interface,windows,operational,,none,Performance.All_Performance,Microsoft,Windows Perfmon metrics,"Windows Performance Monitor counters for Network Interfaces - bytes/packets sent and received, errors, queue length per NIC."
Perfmon:NTDS,windows,operational,,none,Performance.All_Performance,Microsoft,Windows Perfmon metrics,"Windows Performance Monitor counters for NTDS (AD Directory Service) - LDAP searches, replication metrics, DRA inbound/outbound."
PerfmonMk:CPU,windows,operational,,none,Performance.All_Performance,Microsoft,Windows Perfmon metrics,"Windows Performance Monitor CPU metrics in metrics-format (PerfmonMk) - per-core utilization, queue length, context switches."
PerfmonMk:LogicalDisk,windows,operational,,none,Performance.All_Performance,Microsoft,Windows performance metrics,"Windows Performance Monitor logical disk metrics - free space, read/write latency, IO operations per second."
PerfmonMk:Memory,windows,operational,,none,Performance.All_Performance,Microsoft,Windows performance metrics,"Windows Performance Monitor memory metrics - available bytes, committed bytes, page faults, working set."
PerfmonMk:Network,windows,operational,,none,Performance.All_Performance,Microsoft,Windows performance metrics,"Windows Performance Monitor network metrics - bytes and packets per second by interface, errors, discards."
PerfmonMk:PhysicalDisk,windows,operational,,none,Performance.All_Performance,Microsoft,Windows performance metrics,"Windows Performance Monitor physical disk metrics - disk queue length, read/write latency, IO operations per second per spindle."
PerfmonMk:Process,windows,operational,,none,"Endpoint.Processes, Performance.All_Performance",Microsoft,Windows performance metrics,"Windows Performance Monitor process metrics - per-process CPU, memory, handle count, thread count."
PerfmonMk:ProcessorInformation,windows,operational,,none,"Endpoint.Processes, Performance.All_Performance",Microsoft,Windows performance metrics,"Windows Performance Monitor processor information metrics - per-core frequency, utilization, parking state."
PerfmonMk:System,windows,operational,,none,Performance.All_Performance,Microsoft,Windows performance metrics,"Windows Performance Monitor system metrics - context switches, system calls, processes, threads, uptime."
