source,"source_desc",field,"field_desc",notes
"ssef_saved_searches","savedsearches.conf","action_summary_index_ttl","Action Summary Index Ttl",
"ssef_saved_searches","savedsearches.conf","action_summary_index_type","Action Summary Index Type",
"ssef_saved_searches","savedsearches.conf","action_swimlane","Action Swimlane",
"ssef_saved_searches","savedsearches.conf","action_swimlane_color","Action Swimlane Color",
"ssef_saved_searches","savedsearches.conf","action_swimlane_constraint_fields","Action Swimlane Constraint Fields",
"ssef_saved_searches","savedsearches.conf","action_swimlane_constraint_method","Action Swimlane Constraint Method",
"ssef_saved_searches","savedsearches.conf","action_swimlane_drilldown_search","Action Swimlane Drilldown Search",
"ssef_saved_searches","savedsearches.conf","action_swimlane_title","Action Swimlane Title",
"ssef_saved_searches","savedsearches.conf","action_threat_add_param_verbose","Action Threat Add Param Verbose",
"ssef_saved_searches","savedsearches.conf","action_threat_outputlookup","Action Threat Outputlookup",
"ssef_saved_searches","savedsearches.conf","action_threat_outputlookup_collections","Action Threat Outputlookup Collections",
"ssef_saved_searches","savedsearches.conf","action_victorops","Action Victorops",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_enable_recovery","Action Victorops Param Enable Recovery",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_entity_display_name","Action Victorops Param Entity Display Name",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_entity_id","Action Victorops Param Entity Id",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_monitoring_tool","Action Victorops Param Monitoring Tool",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_routing_key_override","Action Victorops Param Routing Key Override",
"ssef_saved_searches","savedsearches.conf","action_victorops_param_state_message","Action Victorops Param State Message",
"ssef_saved_searches","savedsearches.conf","action_webhook","Action Webhook",
"ssef_saved_searches","savedsearches.conf","action_webhook_enable_allowlist","Action Webhook Enable Allowlist",
"ssef_saved_searches","savedsearches.conf","action_webhook_param_url","Action Webhook Param Url",
"ssef_saved_searches","savedsearches.conf",actions,Actions,
"ssef_saved_searches","savedsearches.conf","alert_comparator","Alert Comparator",
"ssef_saved_searches","savedsearches.conf","alert_condition","Alert Condition",
"ssef_saved_searches","savedsearches.conf","alert_digest_mode","Alert Digest Mode",
"ssef_saved_searches","savedsearches.conf","alert_expires","Alert Expires",
"ssef_saved_searches","savedsearches.conf","alert_severity","Alert Severity",
"ssef_saved_searches","savedsearches.conf","alert_suppress","Alert Suppress",
"ssef_saved_searches","savedsearches.conf","alert_suppress_fields","Alert Suppress Fields",
"ssef_saved_searches","savedsearches.conf","alert_suppress_period","Alert Suppress Period",
"ssef_saved_searches","savedsearches.conf","alert_threshold","Alert Threshold",
"ssef_saved_searches","savedsearches.conf","alert_track","Alert Track",
"ssef_saved_searches","savedsearches.conf","alert_type","Alert Type",
"ssef_saved_searches","savedsearches.conf","allow_skew","Allow Skew",
"ssef_saved_searches","savedsearches.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_saved_searches","savedsearches.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_saved_searches","savedsearches.conf","auto_summarize","Auto Summarize",
"ssef_saved_searches","savedsearches.conf","auto_summarize_cron_schedule","Auto Summarize Cron Schedule",
"ssef_saved_searches","savedsearches.conf","auto_summarize_dispatch_earliest_time","Time or timestamp related to auto summarize dispatch earliest",
"ssef_saved_searches","savedsearches.conf","auto_summarize_dispatch_time_format","Time or timestamp related to auto summarize dispatch format",
"ssef_saved_searches","savedsearches.conf","auto_summarize_dispatch_ttl","Auto Summarize Dispatch Ttl",
"ssef_saved_searches","savedsearches.conf","auto_summarize_max_concurrent","Maximum limit for auto summarize concurrent",
"ssef_saved_searches","savedsearches.conf","auto_summarize_max_disabled_buckets","Maximum limit for auto summarize disabled buckets",
"ssef_saved_searches","savedsearches.conf","auto_summarize_max_summary_ratio","Maximum limit for auto summarize summary ratio",
"ssef_saved_searches","savedsearches.conf","auto_summarize_max_summary_size","Maximum limit for auto summarize summary size",
"ssef_saved_searches","savedsearches.conf","auto_summarize_max_time","Maximum limit for auto summarize time",
"ssef_saved_searches","savedsearches.conf","auto_summarize_suspend_period","Auto Summarize Suspend Period",
"ssef_saved_searches","savedsearches.conf","auto_summarize_workload_pool","Auto Summarize Workload Pool",
"ssef_saved_searches","savedsearches.conf",category,Category,
"ssef_saved_searches","savedsearches.conf","cron_schedule","Cron-formatted schedule expression",
"ssef_saved_searches","savedsearches.conf","datamodel_reference","Datamodel Reference",
"ssef_saved_searches","savedsearches.conf","defer_scheduled_searchable_idxc","Defer Scheduled Searchable Idxc",
"ssef_saved_searches","savedsearches.conf",description,"Human-readable description or documentation of the object",
"ssef_saved_searches","savedsearches.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_saved_searches","savedsearches.conf",dispatchAs,Dispatchas,
"ssef_saved_searches","savedsearches.conf","dispatch_allow_partial_results","Dispatch Allow Partial Results",
"ssef_saved_searches","savedsearches.conf","dispatch_auto_cancel","Dispatch Auto Cancel",
"ssef_saved_searches","savedsearches.conf","dispatch_auto_pause","Dispatch Auto Pause",
"ssef_saved_searches","savedsearches.conf","dispatch_buckets","Dispatch Buckets",
"ssef_saved_searches","savedsearches.conf","dispatch_earliest_time","Earliest time boundary for search dispatch",
"ssef_saved_searches","savedsearches.conf","dispatch_indexedRealtime","Time or timestamp related to dispatch indexedrealtime",
"ssef_saved_searches","savedsearches.conf","dispatch_latest_time","Latest time boundary for search dispatch",
"ssef_saved_searches","savedsearches.conf","dispatch_lookups","Dispatch Lookups",
"ssef_saved_searches","savedsearches.conf","dispatch_max_count","Maximum limit for dispatch count",
"ssef_saved_searches","savedsearches.conf","dispatch_max_time","Maximum limit for dispatch time",
"ssef_saved_searches","savedsearches.conf","dispatch_rate_limit_retry","Dispatch Rate Limit Retry",
"ssef_saved_searches","savedsearches.conf","dispatch_reduce_freq","Dispatch Reduce Freq",
"ssef_saved_searches","savedsearches.conf","dispatch_rt_backfill","Dispatch Rt Backfill",
"ssef_saved_searches","savedsearches.conf","dispatch_sample_ratio","Dispatch Sample Ratio",
"ssef_saved_searches","savedsearches.conf","dispatch_spawn_process","Dispatch Spawn Process",
"ssef_saved_searches","savedsearches.conf","dispatch_time_format","Time or timestamp related to dispatch format",
"ssef_saved_searches","savedsearches.conf","dispatch_ttl","Dispatch Ttl",
"ssef_saved_searches","savedsearches.conf",displayview,Displayview,
"ssef_saved_searches","savedsearches.conf","durable_backfill_type","Durable Backfill Type",
"ssef_saved_searches","savedsearches.conf","durable_lag_time","Time or timestamp related to durable lag",
"ssef_saved_searches","savedsearches.conf","durable_max_backfill_intervals","Maximum limit for durable backfill intervals",
"ssef_saved_searches","savedsearches.conf","embed_enabled","Status or flag for embed d",
"ssef_saved_searches","savedsearches.conf","eventtype_reference","Eventtype Reference",
"ssef_saved_searches","savedsearches.conf","index_reference","Index Reference",
"ssef_saved_searches","savedsearches.conf","is_scheduled","Status or flag for scheduled",
"ssef_saved_searches","savedsearches.conf","is_summary_job","Status or flag for summary job",
"ssef_saved_searches","savedsearches.conf","is_visible","Status or flag for visible",
"ssef_saved_searches","savedsearches.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_saved_searches","savedsearches.conf","lookup_reference","Lookup Reference",
"ssef_saved_searches","savedsearches.conf","macro_reference","Macro Reference",
"ssef_saved_searches","savedsearches.conf","max_concurrent","Maximum limit for concurrent",
"ssef_saved_searches","savedsearches.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_saved_searches","savedsearches.conf","newly_added","Newly Added",
"ssef_saved_searches","savedsearches.conf","next_scheduled_time","Time or timestamp related to next scheduled",
"ssef_saved_searches","savedsearches.conf",orphan,Orphan,
"ssef_saved_searches","savedsearches.conf","precalculate_required_fields_for_alerts","Precalculate Required Fields For Alerts",
"ssef_saved_searches","savedsearches.conf",ranking,Ranking,
"ssef_saved_searches","savedsearches.conf","realtime_schedule","Time or timestamp related to realtime schedule",
"ssef_saved_searches","savedsearches.conf","request_ui_dispatch_app","Request Ui Dispatch App",
"ssef_saved_searches","savedsearches.conf","request_ui_dispatch_view","Request Ui Dispatch View",
"ssef_saved_searches","savedsearches.conf","rest_reference","Rest Reference",
"ssef_saved_searches","savedsearches.conf","restart_on_searchpeer_add","Restart On Searchpeer Add",
"ssef_saved_searches","savedsearches.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_saved_searches","savedsearches.conf","run_n_times","Time or timestamp related to run ns",
"ssef_saved_searches","savedsearches.conf","run_on_startup","Run On Startup",
"ssef_saved_searches","savedsearches.conf","savedsearch_name","Name of the saved search object",
"ssef_saved_searches","savedsearches.conf","savedsearch_search","Savedsearch Search",
"ssef_saved_searches","savedsearches.conf","savedsearch_type","Savedsearch Type",
"ssef_saved_searches","savedsearches.conf","schedule_as","Schedule As",
"ssef_saved_searches","savedsearches.conf","schedule_priority","Schedule Priority",
"ssef_saved_searches","savedsearches.conf","schedule_window","Schedule Window",
"ssef_saved_searches","savedsearches.conf","scheduled_times","Time or timestamp related to scheduleds",
"ssef_saved_searches","savedsearches.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_saved_searches","savedsearches.conf","skip_scheduled_realtime_idxc","Time or timestamp related to skip scheduled realtime idxc",
"ssef_saved_searches","savedsearches.conf","source_reference","Source Reference",
"ssef_saved_searches","savedsearches.conf","sourcetype_reference","Sourcetype Reference",
"ssef_saved_searches","savedsearches.conf","summary_id","Summary Id",
"ssef_saved_searches","savedsearches.conf","summary_index_name_collect","Summary Index Name Collect",
"ssef_saved_searches","savedsearches.conf","triggered_alert_count","Count or total of triggered alert",
"ssef_saved_searches","savedsearches.conf",updated,"The timestamp when the knowledge object was last updated or modified",
