codepoints,emoji,group,name,"sub_group"
"1F6B5 200D 2642 FE0F","🚵‍♂️","People & Body","man mountain biking","person-sport"
"1F6B5 200D 2642","🚵‍♂","People & Body","man mountain biking","person-sport"
"1F6B5 1F3FB 200D 2642 FE0F","🚵🏻‍♂️","People & Body","man mountain biking: light skin tone","person-sport"
"1F6B5 1F3FB 200D 2642","🚵🏻‍♂","People & Body","man mountain biking: light skin tone","person-sport"
"1F6B5 1F3FC 200D 2642 FE0F","🚵🏼‍♂️","People & Body","man mountain biking: medium-light skin tone","person-sport"
"1F6B5 1F3FC 200D 2642","🚵🏼‍♂","People & Body","man mountain biking: medium-light skin tone","person-sport"
"1F6B5 1F3FD 200D 2642 FE0F","🚵🏽‍♂️","People & Body","man mountain biking: medium skin tone","person-sport"
"1F6B5 1F3FD 200D 2642","🚵🏽‍♂","People & Body","man mountain biking: medium skin tone","person-sport"
"1F6B5 1F3FE 200D 2642 FE0F","🚵🏾‍♂️","People & Body","man mountain biking: medium-dark skin tone","person-sport"
"1F6B5 1F3FE 200D 2642","🚵🏾‍♂","People & Body","man mountain biking: medium-dark skin tone","person-sport"
"1F6B5 1F3FF 200D 2642 FE0F","🚵🏿‍♂️","People & Body","man mountain biking: dark skin tone","person-sport"
"1F6B5 1F3FF 200D 2642","🚵🏿‍♂","People & Body","man mountain biking: dark skin tone","person-sport"
"1F6B5 200D 2640 FE0F","🚵‍♀️","People & Body","woman mountain biking","person-sport"
"1F6B5 200D 2640","🚵‍♀","People & Body","woman mountain biking","person-sport"
"1F6B5 1F3FB 200D 2640 FE0F","🚵🏻‍♀️","People & Body","woman mountain biking: light skin tone","person-sport"
"1F6B5 1F3FB 200D 2640","🚵🏻‍♀","People & Body","woman mountain biking: light skin tone","person-sport"
"1F6B5 1F3FC 200D 2640 FE0F","🚵🏼‍♀️","People & Body","woman mountain biking: medium-light skin tone","person-sport"
"1F6B5 1F3FC 200D 2640","🚵🏼‍♀","People & Body","woman mountain biking: medium-light skin tone","person-sport"
"1F6B5 1F3FD 200D 2640 FE0F","🚵🏽‍♀️","People & Body","woman mountain biking: medium skin tone","person-sport"
"1F6B5 1F3FD 200D 2640","🚵🏽‍♀","People & Body","woman mountain biking: medium skin tone","person-sport"
"1F6B5 1F3FE 200D 2640 FE0F","🚵🏾‍♀️","People & Body","woman mountain biking: medium-dark skin tone","person-sport"
"1F6B5 1F3FE 200D 2640","🚵🏾‍♀","People & Body","woman mountain biking: medium-dark skin tone","person-sport"
"1F6B5 1F3FF 200D 2640 FE0F","🚵🏿‍♀️","People & Body","woman mountain biking: dark skin tone","person-sport"
"1F6B5 1F3FF 200D 2640","🚵🏿‍♀","People & Body","woman mountain biking: dark skin tone","person-sport"
1F938,"🤸","People & Body","person cartwheeling","person-sport"
"1F938 1F3FB","🤸🏻","People & Body","person cartwheeling: light skin tone","person-sport"
"1F938 1F3FC","🤸🏼","People & Body","person cartwheeling: medium-light skin tone","person-sport"
"1F938 1F3FD","🤸🏽","People & Body","person cartwheeling: medium skin tone","person-sport"
"1F938 1F3FE","🤸🏾","People & Body","person cartwheeling: medium-dark skin tone","person-sport"
"1F938 1F3FF","🤸🏿","People & Body","person cartwheeling: dark skin tone","person-sport"
"1F938 200D 2642 FE0F","🤸‍♂️","People & Body","man cartwheeling","person-sport"
"1F938 200D 2642","🤸‍♂","People & Body","man cartwheeling","person-sport"
"1F938 1F3FB 200D 2642 FE0F","🤸🏻‍♂️","People & Body","man cartwheeling: light skin tone","person-sport"
"1F938 1F3FB 200D 2642","🤸🏻‍♂","People & Body","man cartwheeling: light skin tone","person-sport"
"1F938 1F3FC 200D 2642 FE0F","🤸🏼‍♂️","People & Body","man cartwheeling: medium-light skin tone","person-sport"
"1F938 1F3FC 200D 2642","🤸🏼‍♂","People & Body","man cartwheeling: medium-light skin tone","person-sport"
"1F938 1F3FD 200D 2642 FE0F","🤸🏽‍♂️","People & Body","man cartwheeling: medium skin tone","person-sport"
"1F938 1F3FD 200D 2642","🤸🏽‍♂","People & Body","man cartwheeling: medium skin tone","person-sport"
"1F938 1F3FE 200D 2642 FE0F","🤸🏾‍♂️","People & Body","man cartwheeling: medium-dark skin tone","person-sport"
"1F938 1F3FE 200D 2642","🤸🏾‍♂","People & Body","man cartwheeling: medium-dark skin tone","person-sport"
"1F938 1F3FF 200D 2642 FE0F","🤸🏿‍♂️","People & Body","man cartwheeling: dark skin tone","person-sport"
"1F938 1F3FF 200D 2642","🤸🏿‍♂","People & Body","man cartwheeling: dark skin tone","person-sport"
"1F938 200D 2640 FE0F","🤸‍♀️","People & Body","woman cartwheeling","person-sport"
"1F938 200D 2640","🤸‍♀","People & Body","woman cartwheeling","person-sport"
"1F938 1F3FB 200D 2640 FE0F","🤸🏻‍♀️","People & Body","woman cartwheeling: light skin tone","person-sport"
"1F938 1F3FB 200D 2640","🤸🏻‍♀","People & Body","woman cartwheeling: light skin tone","person-sport"
"1F938 1F3FC 200D 2640 FE0F","🤸🏼‍♀️","People & Body","woman cartwheeling: medium-light skin tone","person-sport"
"1F938 1F3FC 200D 2640","🤸🏼‍♀","People & Body","woman cartwheeling: medium-light skin tone","person-sport"
"1F938 1F3FD 200D 2640 FE0F","🤸🏽‍♀️","People & Body","woman cartwheeling: medium skin tone","person-sport"
"1F938 1F3FD 200D 2640","🤸🏽‍♀","People & Body","woman cartwheeling: medium skin tone","person-sport"
"1F938 1F3FE 200D 2640 FE0F","🤸🏾‍♀️","People & Body","woman cartwheeling: medium-dark skin tone","person-sport"
"1F938 1F3FE 200D 2640","🤸🏾‍♀","People & Body","woman cartwheeling: medium-dark skin tone","person-sport"
"1F938 1F3FF 200D 2640 FE0F","🤸🏿‍♀️","People & Body","woman cartwheeling: dark skin tone","person-sport"
"1F938 1F3FF 200D 2640","🤸🏿‍♀","People & Body","woman cartwheeling: dark skin tone","person-sport"
1F93C,"🤼","People & Body","people wrestling","person-sport"
"1F93C 200D 2642 FE0F","🤼‍♂️","People & Body","men wrestling","person-sport"
"1F93C 200D 2642","🤼‍♂","People & Body","men wrestling","person-sport"
"1F93C 200D 2640 FE0F","🤼‍♀️","People & Body","women wrestling","person-sport"
"1F93C 200D 2640","🤼‍♀","People & Body","women wrestling","person-sport"
1F93D,"🤽","People & Body","person playing water polo","person-sport"
"1F93D 1F3FB","🤽🏻","People & Body","person playing water polo: light skin tone","person-sport"
"1F93D 1F3FC","🤽🏼","People & Body","person playing water polo: medium-light skin tone","person-sport"
"1F93D 1F3FD","🤽🏽","People & Body","person playing water polo: medium skin tone","person-sport"
"1F93D 1F3FE","🤽🏾","People & Body","person playing water polo: medium-dark skin tone","person-sport"
"1F93D 1F3FF","🤽🏿","People & Body","person playing water polo: dark skin tone","person-sport"
"1F93D 200D 2642 FE0F","🤽‍♂️","People & Body","man playing water polo","person-sport"
"1F93D 200D 2642","🤽‍♂","People & Body","man playing water polo","person-sport"
"1F93D 1F3FB 200D 2642 FE0F","🤽🏻‍♂️","People & Body","man playing water polo: light skin tone","person-sport"
"1F93D 1F3FB 200D 2642","🤽🏻‍♂","People & Body","man playing water polo: light skin tone","person-sport"
"1F93D 1F3FC 200D 2642 FE0F","🤽🏼‍♂️","People & Body","man playing water polo: medium-light skin tone","person-sport"
"1F93D 1F3FC 200D 2642","🤽🏼‍♂","People & Body","man playing water polo: medium-light skin tone","person-sport"
"1F93D 1F3FD 200D 2642 FE0F","🤽🏽‍♂️","People & Body","man playing water polo: medium skin tone","person-sport"
"1F93D 1F3FD 200D 2642","🤽🏽‍♂","People & Body","man playing water polo: medium skin tone","person-sport"
"1F93D 1F3FE 200D 2642 FE0F","🤽🏾‍♂️","People & Body","man playing water polo: medium-dark skin tone","person-sport"
"1F93D 1F3FE 200D 2642","🤽🏾‍♂","People & Body","man playing water polo: medium-dark skin tone","person-sport"
"1F93D 1F3FF 200D 2642 FE0F","🤽🏿‍♂️","People & Body","man playing water polo: dark skin tone","person-sport"
"1F93D 1F3FF 200D 2642","🤽🏿‍♂","People & Body","man playing water polo: dark skin tone","person-sport"
"1F93D 200D 2640 FE0F","🤽‍♀️","People & Body","woman playing water polo","person-sport"
"1F93D 200D 2640","🤽‍♀","People & Body","woman playing water polo","person-sport"
"1F93D 1F3FB 200D 2640 FE0F","🤽🏻‍♀️","People & Body","woman playing water polo: light skin tone","person-sport"
"1F93D 1F3FB 200D 2640","🤽🏻‍♀","People & Body","woman playing water polo: light skin tone","person-sport"
"1F93D 1F3FC 200D 2640 FE0F","🤽🏼‍♀️","People & Body","woman playing water polo: medium-light skin tone","person-sport"
"1F93D 1F3FC 200D 2640","🤽🏼‍♀","People & Body","woman playing water polo: medium-light skin tone","person-sport"
"1F93D 1F3FD 200D 2640 FE0F","🤽🏽‍♀️","People & Body","woman playing water polo: medium skin tone","person-sport"
"1F93D 1F3FD 200D 2640","🤽🏽‍♀","People & Body","woman playing water polo: medium skin tone","person-sport"
"1F93D 1F3FE 200D 2640 FE0F","🤽🏾‍♀️","People & Body","woman playing water polo: medium-dark skin tone","person-sport"
"1F93D 1F3FE 200D 2640","🤽🏾‍♀","People & Body","woman playing water polo: medium-dark skin tone","person-sport"
"1F93D 1F3FF 200D 2640 FE0F","🤽🏿‍♀️","People & Body","woman playing water polo: dark skin tone","person-sport"
"1F93D 1F3FF 200D 2640","🤽🏿‍♀","People & Body","woman playing water polo: dark skin tone","person-sport"
1F93E,"🤾","People & Body","person playing handball","person-sport"
"1F93E 1F3FB","🤾🏻","People & Body","person playing handball: light skin tone","person-sport"
"1F93E 1F3FC","🤾🏼","People & Body","person playing handball: medium-light skin tone","person-sport"
"1F93E 1F3FD","🤾🏽","People & Body","person playing handball: medium skin tone","person-sport"
"1F93E 1F3FE","🤾🏾","People & Body","person playing handball: medium-dark skin tone","person-sport"
"1F93E 1F3FF","🤾🏿","People & Body","person playing handball: dark skin tone","person-sport"
"1F93E 200D 2642 FE0F","🤾‍♂️","People & Body","man playing handball","person-sport"
"1F93E 200D 2642","🤾‍♂","People & Body","man playing handball","person-sport"
"1F93E 1F3FB 200D 2642 FE0F","🤾🏻‍♂️","People & Body","man playing handball: light skin tone","person-sport"
"1F93E 1F3FB 200D 2642","🤾🏻‍♂","People & Body","man playing handball: light skin tone","person-sport"
"1F93E 1F3FC 200D 2642 FE0F","🤾🏼‍♂️","People & Body","man playing handball: medium-light skin tone","person-sport"
"1F93E 1F3FC 200D 2642","🤾🏼‍♂","People & Body","man playing handball: medium-light skin tone","person-sport"
"1F93E 1F3FD 200D 2642 FE0F","🤾🏽‍♂️","People & Body","man playing handball: medium skin tone","person-sport"
"1F93E 1F3FD 200D 2642","🤾🏽‍♂","People & Body","man playing handball: medium skin tone","person-sport"
"1F93E 1F3FE 200D 2642 FE0F","🤾🏾‍♂️","People & Body","man playing handball: medium-dark skin tone","person-sport"
"1F93E 1F3FE 200D 2642","🤾🏾‍♂","People & Body","man playing handball: medium-dark skin tone","person-sport"
"1F93E 1F3FF 200D 2642 FE0F","🤾🏿‍♂️","People & Body","man playing handball: dark skin tone","person-sport"
"1F93E 1F3FF 200D 2642","🤾🏿‍♂","People & Body","man playing handball: dark skin tone","person-sport"
"1F93E 200D 2640 FE0F","🤾‍♀️","People & Body","woman playing handball","person-sport"
"1F93E 200D 2640","🤾‍♀","People & Body","woman playing handball","person-sport"
"1F93E 1F3FB 200D 2640 FE0F","🤾🏻‍♀️","People & Body","woman playing handball: light skin tone","person-sport"
"1F93E 1F3FB 200D 2640","🤾🏻‍♀","People & Body","woman playing handball: light skin tone","person-sport"
"1F93E 1F3FC 200D 2640 FE0F","🤾🏼‍♀️","People & Body","woman playing handball: medium-light skin tone","person-sport"
"1F93E 1F3FC 200D 2640","🤾🏼‍♀","People & Body","woman playing handball: medium-light skin tone","person-sport"
"1F93E 1F3FD 200D 2640 FE0F","🤾🏽‍♀️","People & Body","woman playing handball: medium skin tone","person-sport"
"1F93E 1F3FD 200D 2640","🤾🏽‍♀","People & Body","woman playing handball: medium skin tone","person-sport"
"1F93E 1F3FE 200D 2640 FE0F","🤾🏾‍♀️","People & Body","woman playing handball: medium-dark skin tone","person-sport"
"1F93E 1F3FE 200D 2640","🤾🏾‍♀","People & Body","woman playing handball: medium-dark skin tone","person-sport"
"1F93E 1F3FF 200D 2640 FE0F","🤾🏿‍♀️","People & Body","woman playing handball: dark skin tone","person-sport"
"1F93E 1F3FF 200D 2640","🤾🏿‍♀","People & Body","woman playing handball: dark skin tone","person-sport"
1F939,"🤹","People & Body","person juggling","person-sport"
"1F939 1F3FB","🤹🏻","People & Body","person juggling: light skin tone","person-sport"
"1F939 1F3FC","🤹🏼","People & Body","person juggling: medium-light skin tone","person-sport"
"1F939 1F3FD","🤹🏽","People & Body","person juggling: medium skin tone","person-sport"
"1F939 1F3FE","🤹🏾","People & Body","person juggling: medium-dark skin tone","person-sport"
"1F939 1F3FF","🤹🏿","People & Body","person juggling: dark skin tone","person-sport"
"1F939 200D 2642 FE0F","🤹‍♂️","People & Body","man juggling","person-sport"
"1F939 200D 2642","🤹‍♂","People & Body","man juggling","person-sport"
"1F939 1F3FB 200D 2642 FE0F","🤹🏻‍♂️","People & Body","man juggling: light skin tone","person-sport"
"1F939 1F3FB 200D 2642","🤹🏻‍♂","People & Body","man juggling: light skin tone","person-sport"
"1F939 1F3FC 200D 2642 FE0F","🤹🏼‍♂️","People & Body","man juggling: medium-light skin tone","person-sport"
"1F939 1F3FC 200D 2642","🤹🏼‍♂","People & Body","man juggling: medium-light skin tone","person-sport"
"1F939 1F3FD 200D 2642 FE0F","🤹🏽‍♂️","People & Body","man juggling: medium skin tone","person-sport"
"1F939 1F3FD 200D 2642","🤹🏽‍♂","People & Body","man juggling: medium skin tone","person-sport"
"1F939 1F3FE 200D 2642 FE0F","🤹🏾‍♂️","People & Body","man juggling: medium-dark skin tone","person-sport"
"1F939 1F3FE 200D 2642","🤹🏾‍♂","People & Body","man juggling: medium-dark skin tone","person-sport"
"1F939 1F3FF 200D 2642 FE0F","🤹🏿‍♂️","People & Body","man juggling: dark skin tone","person-sport"
"1F939 1F3FF 200D 2642","🤹🏿‍♂","People & Body","man juggling: dark skin tone","person-sport"
"1F939 200D 2640 FE0F","🤹‍♀️","People & Body","woman juggling","person-sport"
"1F939 200D 2640","🤹‍♀","People & Body","woman juggling","person-sport"
"1F939 1F3FB 200D 2640 FE0F","🤹🏻‍♀️","People & Body","woman juggling: light skin tone","person-sport"
"1F939 1F3FB 200D 2640","🤹🏻‍♀","People & Body","woman juggling: light skin tone","person-sport"
"1F939 1F3FC 200D 2640 FE0F","🤹🏼‍♀️","People & Body","woman juggling: medium-light skin tone","person-sport"
"1F939 1F3FC 200D 2640","🤹🏼‍♀","People & Body","woman juggling: medium-light skin tone","person-sport"
"1F939 1F3FD 200D 2640 FE0F","🤹🏽‍♀️","People & Body","woman juggling: medium skin tone","person-sport"
"1F939 1F3FD 200D 2640","🤹🏽‍♀","People & Body","woman juggling: medium skin tone","person-sport"
"1F939 1F3FE 200D 2640 FE0F","🤹🏾‍♀️","People & Body","woman juggling: medium-dark skin tone","person-sport"
"1F939 1F3FE 200D 2640","🤹🏾‍♀","People & Body","woman juggling: medium-dark skin tone","person-sport"
"1F939 1F3FF 200D 2640 FE0F","🤹🏿‍♀️","People & Body","woman juggling: dark skin tone","person-sport"
"1F939 1F3FF 200D 2640","🤹🏿‍♀","People & Body","woman juggling: dark skin tone","person-sport"
1F9D8,"🧘","People & Body","person in lotus position","person-resting"
"1F9D8 1F3FB","🧘🏻","People & Body","person in lotus position: light skin tone","person-resting"
"1F9D8 1F3FC","🧘🏼","People & Body","person in lotus position: medium-light skin tone","person-resting"
"1F9D8 1F3FD","🧘🏽","People & Body","person in lotus position: medium skin tone","person-resting"
"1F9D8 1F3FE","🧘🏾","People & Body","person in lotus position: medium-dark skin tone","person-resting"
"1F9D8 1F3FF","🧘🏿","People & Body","person in lotus position: dark skin tone","person-resting"
