id,name,external_id,tactics,description
attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,Services File Permissions Weakness,T1574.010,persistence|privilege_escalation|defense_evasion,"Adversaries may execute their own malicious payloads by hijacking the binaries used by services. Adversaries may use flaws in the permissions of Windows services to replace the binary that is executed upon service start. These service processes may automatically execute specific binaries as part of their functionality or to perform other actions. If the permissions on the file system directory containing a target binary, or permissions on the binary itself are improperly set, then the target binary may be overwritten with another binary using user-level permissions and executed by the original process. If the original process and thread are running under a higher permissions level, then the replaced binary will also execute under higher-level permissions, which could include SYSTEM."
attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,Registry Run Keys / Startup Folder,T1547.001,persistence|privilege_escalation,"Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key. Adding an entry to the ""run keys"" in the Registry or startup folder will cause the program referenced to be executed when a user logs in.(Citation: Microsoft Run Key) These programs will be executed under the context of the user and will have the account's associated permissions level."
attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,Trusted Relationship,T1199,initial_access,Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.
attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,Cloud Account,T1136.003,persistence,"Adversaries may create a cloud account to maintain access to victim systems. With a sufficient level of access, such accounts may be used to establish secondary credentialed access that does not require persistent remote access tools to be deployed on the system.(Citation: Microsoft O365 Admin Roles)(Citation: Microsoft Support O365 Add Another Admin, October 2019)(Citation: AWS Create IAM User)(Citation: GCP Create Cloud Identity Users)(Citation: Microsoft Azure AD Users)"
attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,Local Groups,T1069.001,discovery,"Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group. Adversaries may use this information to determine which users have elevated permissions, such as the users found within the local administrators group."
attack-pattern--a0e6614a-7740-4b24-bd65-f1bde09fc365,Search Open Websites/Domains,T1593,reconnaissance,"Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. Information about victims may be available in various online sites, such as social media, new sites, or those hosting information about business operations such as hiring or requested/rewarded contracts.(Citation: Cyware Social Media)(Citation: SecurityTrails Google Hacking)(Citation: ExploitDB GoogleHacking)"
attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,Account Manipulation,T1098,persistence|privilege_escalation,"Adversaries may manipulate accounts to maintain and/or elevate access to victim systems. Account manipulation may consist of any action that preserves or modifies adversary access to a compromised account, such as modifying credentials or permission groups.(Citation: FireEye SMOKEDHAM June 2021) These actions could also include account activity designed to subvert security policies, such as performing iterative password updates to bypass password duration policies and preserve the life of compromised credentials."
attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,Exfiltration Over Alternative Protocol,T1048,exfiltration,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.
attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,Kernel Modules and Extensions,T1547.006,persistence|privilege_escalation,"Adversaries may modify the kernel to automatically execute programs on system boot. Loadable Kernel Modules (LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand. They extend the functionality of the kernel without the need to reboot the system. For example, one type of module is the device driver, which allows the kernel to access hardware connected to the system.(Citation: Linux Kernel Programming)"
attack-pattern--a2029942-0a85-4947-b23c-ca434698171d,GUI Input Capture,T1056.002,collection|credential_access,"Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: [Bypass User Account Control](https://attack.mitre.org/techniques/T1548/002))."
attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,Tool,T1588.002,resource_development,"Adversaries may buy, steal, or download software tools that can be used during targeting. Tools can be open or closed source, free or commercial. A tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: [PsExec](https://attack.mitre.org/software/S0029)). Tool acquisition can involve the procurement of commercial software licenses, including for red teaming tools such as [Cobalt Strike](https://attack.mitre.org/software/S0154). Commercial software may be obtained through purchase, stealing licenses (or licensed copies of the software), or cracking trial versions.(Citation: Recorded Future Beacon 2019)"
attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829,Exfiltration over USB,T1052.001,exfiltration,"Adversaries may attempt to exfiltrate data over a USB connected physical device. In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a USB device introduced by a user. The USB device could be used as the final exfiltration point or to hop between otherwise disconnected systems."
